mesh,generator,n_meshlets,v_mean,v_max,v_util_pct,t_mean,t_max,t_util_pct,strips_mean,strips_max,vert_replication,aspect_mean,aspect_med,aspect_p90,flatness_med,planarity_med,bnd_frac_pct_mean,bnd_frac_pct_p90,bpv
s-bunny,greedy,500,89.148,195,34.8234375,138.902,256,54.258593749999996,5.222,16,1.2399922107547223,3.7813298677406437,2.33790177720021,7.15051623141393,0.42773427293409083,0.1706844597515176,63.29759816242046,100.0,32.28753442568225
s-bunny,tunneling,1390,42.429496402877696,254,16.5740220323741,49.96474820143885,256,19.51747976618705,1.4733812949640288,10,1.6406654240965866,4.596939708723949,2.590876183375478,7.551288962609818,0.3859698288934788,0.1004754004217989,84.18018589037666,100.0,42.42757392828331
s-bunny,ours,364,117.40384615384616,182,45.86087740384615,190.79945054945054,256,74.53103537087912,6.230769230769231,16,1.1888335605196538,3.577661886712765,2.07847478660893,5.894596613545828,0.4811251633496292,0.3485503965488508,48.579078469374046,100.0,30.781762038556764
tank,greedy,21362,102.01600973691602,208,39.85000380348282,164.0917517086415,256,64.09834051118808,5.600552382735699,67,1.217132497659861,2942672.358506577,4.0408653846155165,3194491.5307422387,0.24747174301010494,0.6103148361742752,44.92608049998483,88.88888888888889,37.991385607978145
tank,tunneling,83316,32.733880647174615,221,12.786672127802584,42.07268711892073,256,16.43464340582841,1.5017043545057371,41,1.523188039935392,1304908.547129146,6.779675431461171,1513834.1917325659,0.14749968677871744,0.1264469866533618,81.3189697111906,100.0,46.194109775413686
tank,ours,18409,112.34651529143353,180,43.885357535716224,190.41381932750286,256,74.3803981748058,6.10489434515726,56,1.1550942422529673,885752.8374442897,3.4649988067775004,48.82205528493464,0.28860038798397586,0.7847594382362745,33.73406979156972,62.5,37.12527729808343
dragon,greedy,58287,81.79187468903872,224,31.94995105040575,123.85343215468286,256,48.380246935422996,5.182768027175871,21,1.3207565935283687,5532.958119353699,2.3030331844931147,5.864784413520161,0.4342099830489827,0.08455373713600182,68.94535079466657,100.0,49.78479609929078
dragon,tunneling,73319,90.18063530599163,256,35.22681066640298,98.46076733179667,256,38.461237238983074,1.4774069477216,14,1.8317691710992907,5328.506778977632,3.1606712645033923,9.597062143592742,0.31638848722760826,0.09877232172593409,88.9290171417522,100.0,66.20000221631206
dragon,ours,33193,132.6443828518061,184,51.81421205148676,217.48697014430755,256,84.95584771262014,7.448468050492574,21,1.219765347960993,9712.937234153867,1.9491918911806596,4.723974075474859,0.5130331213281841,0.1891364774669211,43.07532725368777,100.0,46.43648714539007
