rmse,rmse_norm,h_mean,h_mean_norm,h_max,h_max_norm,psnr_db,bbox_extent,bbox_diag,n_samples,mesh,codec,n_v_src,n_v_dec,size_b,wall_s,ratio_to_eps
0.0002445275510556806,4.6625522176695684e-05,0.00019766814422293795,3.7690560439114855e-05,0.0008306156435086271,0.0001583784237789354,89.86751372827554,5.244500000000002,7.615588770909313,200000,fandisk.obj,STRIDE,6475,6475,35502,0.5462376000359654,0.3167568475578708
1.5894088204599973e-05,0.0001020821469925945,1.0212355062804783e-05,6.559037028371912e-05,0.00022043363135109653,0.001415767804231861,83.94265241919571,0.155699,0.25024663121209045,200000,stanford-bunny.obj,STRIDE,35947,34834,179124,0.26330870017409325,2.831535608463722
6.274630898024056e-05,0.00034223827527334256,4.652632893820325e-05,0.00025376935837971326,0.0003182386645359806,0.001735774636726182,72.11205615524602,0.1833410039544106,0.2530410561105114,200000,horse.obj,STRIDE,48485,48485,238738,0.3277402000967413,3.471549273452364
0.00012506233102634135,4.7052919448807614e-05,0.00010110330422532856,3.80386771194972e-05,0.0004934792073004302,0.00018566451784652826,89.28938281950691,2.657908,3.6441450924256573,200000,Monkey.obj,STRIDE,504482,504482,2076221,4.306538699893281,0.37132903569305653
6.183430020759903e-05,0.00031225833076679025,4.9000481369304414e-05,0.0002474485595822726,0.00038285193517484134,0.0019333720250276172,71.37329603604323,0.1980229,0.2290309908402136,200000,happy_buddha.obj,STRIDE,543522,543522,2587375,4.63380439998582,3.8667440500552344
0.008600720642083098,4.7516071029429534e-05,0.006990743181080911,3.862149038016986e-05,0.03416297391142064,0.00018873886997432458,89.49048791669357,181.0065616905943,256.48338545154616,200000,crab.obj,STRIDE,1079516,1070800,5019724,8.793603299884126,0.37747773994864914
0.0004476079721724176,4.500722980330679e-05,0.0003876354076192925,3.897695518233461e-05,0.0016573315915622126,0.00016664561053212888,88.0534197211759,9.945246,11.312765870353898,200000,tank.obj,STRIDE,1790492,1790492,7160757,15.555654700146988,0.33329122106425774
0.009142354324849302,4.5316718005183844e-05,0.00747336080902076,3.70438699157472e-05,0.035274460500675245,0.0001748480448793419,89.30732749352555,201.74352263999998,266.94661836036676,200000,xyzrgb_dragon.obj,STRIDE,3609600,3609600,14484669,26.12129810010083,0.3496960897586838
